,Job_details,Job_details,Job_details,Job_details,Job_details,Job_details,Job_details,Salary,Salary,Salary,Salary,Salary,Salary,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Company_info,Education,Education,Education,Education,Version_control,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,Cloud_platforms,RDBMS,RDBMS,RDBMS,RDBMS,RDBMS,NOSQL,NOSQL,NOSQL,NOSQL,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Search_&_Analytics,Data_integration_and_processing,Data_integration_and_processing,Data_integration_and_processing,Stream_processing_tools,Stream_processing_tools,Stream_processing_tools,Workflow_orchestration_tools,Workflow_orchestration_tools,Workflow_orchestration_tools,Big_Data_processing,Big_Data_processing,Big_Data_processing,OS,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Programming_languages,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools,Business_Intelligence_Tools
120,ETL Data Engineer,"Overview:
Esri’s ArcGIS World Geocoding solutions deliver global search and geocoding capabilities to organizations across the world. Search and geocoding are used in a wide range of applications across the ArcGIS platform such as where to open your retail store, how to best allocate resources for delivering packages, or where is, and how do I get to, my favorite coffee shop?

As an ETL Data Engineer on the geocoding team, you will work with massive spatial data from both commercial and open sources. You’ll be asked to master data specifications, automate processes for acquiring and loading spatial datasets, transform those datasets into normalized data models, and work with product teams to ensure continuous quality improvements driven by the best available content.

If you are passionate about data and geospatial technology, join the geocoding team because you can’t have “The Science of Where” if you don’t know where to start!
Responsibilities:
Requirements:
Recommended Qualifications:
The Company:",,Redlands, CA,5,False,73000.0,125000.0,99000.0,$,True,False,"ESRI, Inc.",4.0,1001 to 5000,Company - Private,Information Technology,Computer Hardware Development,54.0,$1 to $5 billion,0.84,0.91,3.8,3.5,3.8,4.2,4.2,"['""Great people and teaching opportunities."" (in 55 reviews)', '""FULLY PAID insurance premiums for employee AND family (Once you factor this in, pay is very competitive for region — at other companies, I’ve paid $7k+/year in health insurance premiums)"" (in 63 reviews)', '""Work life balance is great"" (in 42 reviews)', '""The benefits are good."" (in 36 reviews)', '""Casual and friendly culture"" (in 36 reviews)']","['""Old people; doesn\'t care."" (in 55 reviews)', '""Pay is low for what the local housing market is demanding."" (in 63 reviews)', '""The pay is relatively low, and the benefits are less than mediocre."" (in 36 reviews)']",4.3,"['401K Plan (98 comments)\n""Standard 50% match up to 6% contribution.""', 'Health Insurance (54 comments)\n""No coverage for gender affirming care""', 'Vacation & Paid Time Off (34 comments)\n""The PTO is quite generous, and management usually approves PTO immediately, provided that you give at least two-week notice.""']",False,True,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,"Senior Software Engineer, Data","Inovalon was founded in 1998 on the belief that technology, and data specifically, would empower the transformation of the entire healthcare ecosystem for the better, improving both outcomes and economics. At Inovalon, we believe that when our customers are successful in their missions, healthcare improves. Therefore, we focus on empowering them with data-driven solutions. And the momentum is building.
Together, as ONE Inovalon, we are a united force delivering solutions that address healthcare's greatest needs. Through our mission-based culture of inclusion and innovation, our organization brings value not just to our customers, but to the millions of patients and members they serve.
Overview: Inovalon is a leading technology company that combines advanced cloud-based data analytics and data-driven intervention platforms to achieve meaningful insight and impact in clinical and quality outcomes, utilization, and financial performance across the healthcare landscape. Inovalon's unique achievement of value is delivered through the effective progression of Turning Data into Insight, and Insight into Action. Working at Inovalon means you get to work with a fantastic team of like-minded technologists that care deeply about what we do. You have the opportunity to learn from others, create lasting relationships, and work on truly cutting edge cloud and big data technologies.",Senior,Bowie, MD,1,True,99000.0,143000.0,121000.0,$,False,False,Inovalon,3.2,1001 to 5000,Company - Private,Information Technology,Software Development,25.0,$500 million to $1 billion,0.54,0.57,3.0,3.2,2.9,3.2,3.0,"['""Good people to work with"" (in 12 reviews)', '""3) Benefits and Pay are amazing"" (in 6 reviews)', '""Great culture, ""people matter"", working remotely"" (in 10 reviews)']","['""Numerous layoffs due to depending on a handful of clients to provide 90% of their income."" (in 8 reviews)', '""No work from home for contractors is also unethical"" (in 8 reviews)']",2.8,"['401K Plan (48 comments)\n""There is a matching program""', 'Health Insurance (29 comments)\n""Only offers CIGNA from a provider side.""', 'Vacation & Paid Time Off (26 comments)\n""Has increased in the last year which is appreciated.""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,Big Data Engineer,"Job Title: Big Data Engineer
Location: Toronto, Ontario, Canada
Job Type: Full time


Job Description:",,Dover, DE,31,True,92000.0,136000.0,114000.0,$,False,False,FalconSmartIT,4.5,1 to 50,Company - Private,,,,,1.0,,5.0,5.0,5.0,5.0,4.5,"['""Freedom, good culture and work environment"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.'],,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,Snowflake Data Engineer,"At least 5 years working with t-SQL and enterprise schedulers At least 2 years’ experience in building SnowSQL scripts, Snowflake functions and stored procedures Experience working with Azure data factory is preferred but not required Experience working with Azure databricks is preferred but not required At least 3 years of full-time development experience using Python Proficient understanding of algorithms, data structures, architectural design patterns and best practices Extensive experience in software development and the entire SDLC Solid understanding of a variety of programming tools and development platforms Excellent organizational and leadership abilities. Highly analytical mindset, with an ability to see both the big picture and the details Experience in creating high-level product specifications and design documents Proven collaboration and influencing skills Integration experience (ETL, ELT) with Python Familiarity with SSIS is preferred but not required General development expertise, use of version control, ticketing, and continuous integration systems Experience in an Agile Development environment Education Bachelor's or equivalent in a STEM based discipline",,Remote,Remote,24,True,160160.0,162240.0,161200.0,$,True,True,ASA,3.9,51 to 200,Company - Private,Information Technology,Enterprise Software & Network Solutions,24.0,$25 to $100 million,0.77,0.84,3.9,3.7,3.9,3.8,3.9,"['""Salary is on time."" (in 6 reviews)', '""Very open culture with relaxed and productive atmosphere."" (in 4 reviews)', '""Employees are very supportive and cooperative to everyone."" (in 2 reviews)']","['""slow HR work and low salary"" (in 6 reviews)', '""Weak mentorship"" (in 2 reviews)', '""Bad location and open space"" (in 2 reviews)']",,,True,False,False,False,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,Data Engineer,"Data Engineer - Applications accepted through 3/17/2023
United Heritage Insurance exists to help people achieve financial security and peace of mind through quality insurance products. We achieve this by being a caring and trusted partner who delivers outstanding customer service.

You will be working with a small agile team focusing on specific data related projects that will build a data vault 2.0 data warehouse, create star schema data marts, and interactive reports. Data at United Heritage is in its infancy so you will be able to put your own professional mark on enterprise data and help shape its future. The team is a part of the overall Information Technology department but will interact will all domains of the individual operation companies. We view the successful candidate as working remotely, hybrid or in-office.",,Meridian, ID,2,True,113000.0,113000.0,113000.0,$,True,False,United Heritage Insurance,3.2,51 to 200,Company - Private,Insurance,Insurance Carriers,89.0,$100 to $500 million,0.69,1.0,2.6,3.5,3.8,3.9,3.6,"['""Management takes care of employees."" (in 2 reviews)']","['""Company has horrible benefits."" (in 2 reviews)', '""They just clean the building and give you and option to buy your own equipment or put your life at risk."" (in 2 reviews)']",1.0,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,Data Engineer,"Data Engineer
102 Cherry Hill Drive
Beverly, MA 01915

Description:

The Data Engineer role is a member of the IT Department and spends majority of time designing and implementing data services. This includes the management, monitoring, security, and privacy of data. Job responsibilities include the following:",,Beverly, MA,2,True,80000.0,114000.0,97000.0,$,False,False,Highres Biosolutions Inc,3.5,51 to 200,Company - Private,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,19.0,$25 to $100 million,0.59,0.77,3.1,3.4,3.2,3.3,3.4,"['""Coworkers are great, everyone is very friendly and willing to help each other"" (in 1 reviews)']","['""Pay is not very competitive, raises are not very competitive, especially for the location"" (in 1 reviews)', '""site for weeks or months away from home, come back to a break of a week or two, before being sent to another site for as long if you are unlucky with scheduling."" (in 1 reviews)', '""Not the best benefits, not the best internal tools to do the work"" (in 1 reviews)', '""High travel demand, low retention rate, very few opportunities for growth"" (in 1 reviews)']",3.8,"['Health Insurance (4 comments)\n""It is expensive for the quality""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,Data Engineer,"ACTUAL JOB TITLE: Data Engineer
Oakland, CA, US, 94612
Job Category: Information Technology
Job Level: Individual Contributor
Business Unit: Information Technology
Work Type: Hybrid
Job Location: Oakland
Team Overview
The Decision Products team strives to utilize best in class modeling techniques and industry leading data science to drive transition to the sustainable energy network of the future through data driven decision making. This work moves beyond descriptive reporting and is focused on pushing the business forward through applied statistics, predictive and prescriptive analytics, and insightful tool design. The cornerstone of these high value analytics is one of the largest smart meter usage databases in the industry, that when combined with billing, program engagement, customer demographic, grid, and other data sources has unprecedented potential.",,Quincy, CA,6,True,110000.0,116000.0,113000.0,$,True,False,AOI Today,,1 to 50,Company - Private,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,"Technical Support Engineer (L5) - Data Platform, Big Data / Analytics","Los Gatos, California
Netflix is the world’s leading streaming entertainment service with 220 million paid memberships in over 190 countries, enjoying TV series, documentaries, and feature films across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen.
About the Engineering Support Organization
The aim of the Engineering Support Organization is to enable Platform Engineering to effectively and sustainably scale the support they provide to their customers. The team is the frontline resource for the engineering support needs of our customers (i.e., our workforce) - handling, troubleshooting, and resolving customer requests and issues. In addition, the team will focus on ways of working, customer advocacy, support tooling, platform product offerings, documentation, and developer education.",Senior,Los Gatos, CA,11,False,84000.0,136000.0,110000.0,$,False,False,Netflix,4.3,5001 to 10000,Company - Public,Information Technology,Internet & Web Services,26.0,$5 to $10 billion,0.84,0.91,3.9,4.6,3.8,3.9,4.1,"['""Good culture, freedom to make decisions even as individual contributors"" (in 4 reviews)', '""Great Pay"" (in 5 reviews)', '""Friendly / Excited / Quick upgrade / kindly atmosphere"" (in 3 reviews)', '""salary and benefits and extremely well working environment"" (in 2 reviews)']","['""The culture is very...ambiguous...similar to the bible people apply their own interpretation and there\'s no real system of accountability in place."" (in 4 reviews)', '""Leadership is floundering trying to stay relevant."" (in 2 reviews)']",4.4,"['Health Insurance (65 comments)\n""Its the best i have ever had""', 'Free Lunch or Snacks (37 comments)\n""Nothing bad about free lunch""', '401K Plan (26 comments)\n""Great with matching which was nice""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,Full Stack Data Engineer,"APLA is building capabilities around the company's data foundation to build data sources that are needed for reporting and analytics
The type of engineer were looking for is a Full Stack Data Engineer
Knowledge of data visualization engineering as well as consumption and view build engineering",,Beaverton, OR,31,True,86000.0,130000.0,108000.0,$,False,False,FlexIT Inc,4.0,1 to 50,Company - Private,,,,,1.0,,5.0,3.0,5.0,3.0,5.0,"['""Decent pay and a great company to contract for."" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.'],,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,AWS Data Engineer,"Job Description

As a data engineer, you will design and maintain data platform road maps and data structures that support business and technology objectives. Naturally inquisitive and open to the deep exploration of underlying data, finding actionable insights, and working with functional competencies to drive identified actions. You also enjoy working both freely and as part of a team and have the confidence to influence and communicate with stakeholders at all levels, and to work in a fast-paced complex environment with conflicting priorities.

About the role:

Reporting into the delivery leader, you will deliver consumable, contemporary, and immediate data content to support and drive business decisions. The key focus of the role is to deliver a custom solution to support various business critical requirements. You will be involved in all aspects of data engineering from delivery planning, estimating and analysis, all the way through to data architecture and pipeline design, delivery, and production implementation. From the beginning you will be involved in the design and implementation of complex data solutions ranging from batch to streaming and event-driven architectures, across cloud, on-premise, and hybrid client technology landscapes.



We are looking for 3+ years of experience in data engineering in a customer or business facing capacity and experience in the following:



The following skills are required:

The following skills are nice to have, and expertise is not required:



For decades, we've been helping marketers from the world's top brands personalize experiences for millions of people with our cutting-edge technology, solutions and services. Epsilon's best-in-class identity gives brands a clear, privacy-safe view of their customers, which they can use across our suite of digital media, messaging and loyalty solutions. We process 400+ billion consumer actions each day and hold many patents of proprietary technology, including real-time modeling languages and consumer privacy advancements. Thanks to the work of every employee, Epsilon has been consistently recognized as industry-leading by Forrester, Adweek and the MRC. Positioned at the core of Publicis Groupe, Epsilon is a global company with more than 8,000 employees around the world. Check out a few of these resources to learn more about what makes Epsilon so EPIC:



We know that we have some of the brightest and most talented associates in the world, and we believe in rewarding them accordingly. If you work here, expect competitive pay, comprehensive health coverage, and endless opportunities to advance your career.

#LI-SJ1

REF186919L",,Irving, TX,2,False,76000.0,109000.0,92500.0,$,False,False,Epsilon,3.9,10000+,Company - Public,Media & Communication,Advertising & Public Relations,97.0,$5 to $10 billion,0.8,0.93,3.8,3.4,3.6,3.6,3.9,"['""Employee friendly , good salary , good learning path"" (in 12 reviews)', '""Flexible, work life balance, free food"" (in 13 reviews)', '""Good management"" (in 8 reviews)', '""good benefits, lots of career options"" (in 8 reviews)', '""truly great people to work with"" (in 6 reviews)']","['""Low Salary"" (in 12 reviews)', '""No work life balance at all stages"" (in 13 reviews)', '""Bad Management"" (in 8 reviews)', '""great people to work with"" (in 6 reviews)']",4.0,"['Vacation & Paid Time Off (32 comments)\n""Unlimited paid time off is taken seriously among most people I know""', 'Health Insurance (27 comments)\n""Premiums seem reasonable compared to what I\'ve seen elsewhere""', '401K Plan (21 comments)\n""4% match, eligible right away although there is vesting""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,Data Engineer,"Job description
Design conceptual data architectures solution for data-centric analytics projects.
Analyze data sources, design and evaluate feasible technical solutions to be implemented by data engineers. The solutions might include database modeling and design, relational database architecture, metadata and repository creation and configuration management.
Understand the complexity of data and design systems and models to handle different data sources/formats, which includes structured, semi-structured, and unstructured, as well as stream processing.
Use data mapping, data mining and data transformational analysis tools to design and develop technical solution architectures.",,Remote,Remote,31,True,145600.0,145600.0,145600.0,$,True,True,Siddhi Solutions,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,Data Engineer IC4 - US ONLY,"ABOUT US:
Braintrust is a user-owned talent network that connects you with great jobs with no fees or membership costs—so you keep 100% of what you earn.

JOB TYPE: Freelance, Contract Position (no agencies/C2C - see notes below)
LOCATION: Remote - United States only (TimeZone: EST | Partial overlap)
HOURLY RANGE: Our client is looking to pay $110 – $127/hr
ESTIMATED DURATION: 40h/week - Long term

ABOUT THE HIRING PROCESS:









This is a remote position.",Lead,San Francisco, CA,3,True,228800.0,264160.0,246480.0,$,True,True,Braintrust,4.4,,Company - Private,Management & Consulting,Business Consulting,5.0,$5 to $25 million,0.81,0.87,4.1,4.2,3.9,4.1,4.2,"['""The Braintrust team and community are an amazing group of professionals dedicated to making real change in the lives of working freelancers (and work in general)."" (in 13 reviews)', '""Amazing leadership."" (in 4 reviews)', '""My direct boss, Grady, is a servant leader who is always trying to help make it easier to do our jobs."" (in 4 reviews)']","['""Team is really spread out, and I haven\'t met some of my coworkers I have worked with for a year."" (in 13 reviews)', '""Natural start up growing pains Internal communication can be a little chaotic Documentation is messy Onboarding needs some work Compensation isn\'t bad, but could be better o No annual raises (currently) o No performance based raises (currently)"" (in 7 reviews)', '""Too many hours but it’s worth it"" (in 3 reviews)']",,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,Data Engineer,"Are you seeking a rewarding and fulfilling career in the Mental Health and Addictions field?
Apply to be a Data Engineer today!
What will your day look like?
At Horizon, you will enjoy a supportive, team-based work environment. Have a question? There is always someone there to help! We offer a seamless onboarding experience that will ensure your success in your new role.
As a Data Engineer at Horizon you will...
Acquire and assemble datasets that align with business needs",,Getzville, NY,5,True,70000.0,102000.0,86000.0,$,False,False,Horizon Health Alliance,,1 to 50,Nonprofit Organization,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,Data Engineer,"The primary job responsibility is to migrate existing R script library to Python.
Will also help with process automation

Required Skills:
Experience working in R for data science – tidyverse, ggplot2 and other relevant data packages, R Studio, Git & command line (bash)
Experience working in Python for data science –numpy, matplotlib, pandas data frame, Jupyter notebooks
Experience with Microsoft data technologies – MySQL (T-SQL), Spark (MS or Apache)",,Bridgewater, NJ,31,False,86000.0,128000.0,107000.0,$,False,False,Colsh Consultants,4.5,,,Information Technology,Information Technology Support Services,18.0,,0.86,,4.7,4.7,4.3,4.4,4.3,"['""1. Good Salary"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.'],2.5,,False,True,False,False,Git,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,Data Engineer,"Company Background:

Liberty Source PBC combines state-of-the-art technology with a human overlay, enabling our clients to realize greater returns from their investments in artificial intelligence, machine learning, business intelligence and deep analytics platforms. We work with our clients’ Data Science teams, Data Operations staff, Data Quality functions, and other key stakeholders to refine and enhance the data that is vital to the success of their advanced technology initiatives. We are the Data Fitness experts.

Our specialized recruiting mission focuses on the talents of veterans and families of active-duty military personnel to fulfill our brand promise of 100% U.S.-based operations and staff.",,Hampton, VA,12,True,75000.0,110000.0,92500.0,$,False,False,Liberty Source,3.0,51 to 200,Company - Private,Management & Consulting,Business Consulting,9.0,$5 to $25 million,0.54,0.47,2.6,2.4,2.8,3.8,3.1,"['""Flexible, currently working from home, great at listening to employees concerns, great pay and benefits."" (in 13 reviews)', '""Work from home &amp; 6 hours of PTO accrual every 2 weeks."" (in 6 reviews)', '""decent work culture"" (in 4 reviews)', '""good coworkers and people work on the entry level"" (in 3 reviews)']","['""Low pay for this type of industry"" (in 13 reviews)', '""Leadership, HR extremely unorganized."" (in 3 reviews)']",3.0,"['Health Insurance (4 comments)\n""Affordable it and reliable in or out of network""', 'Vacation & Paid Time Off (3 comments)\n""Everyone receives the same amount of paid time off every two weeks. Along with ten paid holidays each year with no waiting period.""', 'Paid Holidays (3 comments)\n""some flexibility depending on your job, but not always""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,Data Engineer,"Job Type: Contract
Job Category: IT
Job Description
Create and maintain optimal data pipeline architecture,

Assemble large, complex data sets that meet functional / non-functional business
requirements.

Identify, design, and implement internal process improvements: automating manual processes,




Technical Project Manager",,San Jose, CA,31,False,101000.0,155000.0,128000.0,$,False,False,Realign LLC,4.5,1 to 50,Company - Private,,,,,1.0,,4.0,5.0,5.0,3.0,5.0,"['""Good people to work with"" (in 1 reviews)']",['No Cons have been reported by the Glassdoor community.'],,,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
140,Data Engineer,"Company Description:
Ugam, a Merkle company, is a leading analytics and technology services company. Our customer-centric approach delivers impactful business results for large corporations by leveraging data, technology, and expertise. We consistently deliver superior, impactful results through the right blend of human intelligence and AI. With 4600+ people spread across locations worldwide, we successfully deploy our services to create success stories across industries like Retail & Consumer Brands, High Tech, BFSI, Distribution, and Market Research & Consulting. Over the past 21 years, Ugam has been recognized by several firms including Forrester and Gartner, named the No.1 data science company in India by Analytics Insight, and certified as a Great Place to Work®.

The name Ugam comes from the ancient Sanskrit language and means “source” or “origin.” Ugam seeks to be the source of solutions for the complex problems of retailers, brands and market research firms worldwide. The name signifies the company’s position as a pioneer in the market for data and analytics, and the source of relevant actionable insights for clients.",,Maryland,Maryland,10,False,78000.0,122000.0,100000.0,$,True,False,Merkle,3.8,5001 to 10000,Company - Private,Media & Communication,Advertising & Public Relations,52.0,$500 million to $1 billion,0.7,0.77,3.7,3.3,3.5,3.7,3.8,"['""good salary and people to work"" (in 34 reviews)', '""good work / life balance"" (in 16 reviews)', '""good benefits"" (in 12 reviews)', '""nice people"" (in 20 reviews)', '""company with a good culture"" (in 16 reviews)']","['""Below average salary for switzerland as a Frontend Developer"" (in 34 reviews)']",3.9,"['Health Insurance (37 comments)\n""Not good at all in any""', 'Vacation & Paid Time Off (23 comments)\n""7 half days for mental health""', '401K Plan (21 comments)\n""Matches up to 6% after a few months.""']",False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
