"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","PPP","TOT","NATUSD","A","2012",5.107817,
"ZAF","PPP","TOT","NATUSD","A","2013",5.295738,
"ZAF","PPP","TOT","NATUSD","A","2014",5.571891,
"ZAF","PPP","TOT","NATUSD","A","2015",5.825256,
"ZAF","PPP","TOT","NATUSD","A","2016",6.159093,
"ZAF","PPP","TOT","NATUSD","A","2017",6.426701,
"ZAF","PPP","TOT","NATUSD","A","2018",6.51186,
"ZAF","PPP","TOT","NATUSD","A","2019",6.694147,
"ZAF","PPP","TOT","NATUSD","A","2020",6.990961,
"ZAF","PPP","TOT","NATUSD","A","2021",7.129474,
"ZAF","PPP","TOT","NATUSD","A","2022",6.981046,
"LVA","PPP","TOT","NATUSD","A","2000",0.360807,
"LVA","PPP","TOT","NATUSD","A","2001",0.353372,
"LVA","PPP","TOT","NATUSD","A","2002",0.360954,
"LVA","PPP","TOT","NATUSD","A","2003",0.37821,
"LVA","PPP","TOT","NATUSD","A","2004",0.399331,
"LVA","PPP","TOT","NATUSD","A","2005",0.438592,
"LVA","PPP","TOT","NATUSD","A","2006",0.488962,
"LVA","PPP","TOT","NATUSD","A","2007",0.565745,
"LVA","PPP","TOT","NATUSD","A","2008",0.575542,
"LVA","PPP","TOT","NATUSD","A","2009",0.521103,
"LVA","PPP","TOT","NATUSD","A","2010",0.487009,
"LVA","PPP","TOT","NATUSD","A","2011",0.498503,
"LVA","PPP","TOT","NATUSD","A","2012",0.506203,
"LVA","PPP","TOT","NATUSD","A","2013",0.499271,
"LVA","PPP","TOT","NATUSD","A","2014",0.497558,
"LVA","PPP","TOT","NATUSD","A","2015",0.497569,
"LVA","PPP","TOT","NATUSD","A","2016",0.484535,
"LVA","PPP","TOT","NATUSD","A","2017",0.484537,
"LVA","PPP","TOT","NATUSD","A","2018",0.489931,
"LVA","PPP","TOT","NATUSD","A","2019",0.486824,
"LVA","PPP","TOT","NATUSD","A","2020",0.482772,
"LVA","PPP","TOT","NATUSD","A","2021",0.508965,
"LVA","PPP","TOT","NATUSD","A","2022",0.50925,
"LTU","PPP","TOT","NATUSD","A","2000",0.451663,
"LTU","PPP","TOT","NATUSD","A","2001",0.432808,
"LTU","PPP","TOT","NATUSD","A","2002",0.420731,
"LTU","PPP","TOT","NATUSD","A","2003",0.403973,
"LTU","PPP","TOT","NATUSD","A","2004",0.414036,
"LTU","PPP","TOT","NATUSD","A","2005",0.435161,
"LTU","PPP","TOT","NATUSD","A","2006",0.446318,
"LTU","PPP","TOT","NATUSD","A","2007",0.470144,
"LTU","PPP","TOT","NATUSD","A","2008",0.492829,
"LTU","PPP","TOT","NATUSD","A","2009",0.469369,
"LTU","PPP","TOT","NATUSD","A","2010",0.450379,
"LTU","PPP","TOT","NATUSD","A","2011",0.451919,
"LTU","PPP","TOT","NATUSD","A","2012",0.452657,
"LTU","PPP","TOT","NATUSD","A","2013",0.443347,
"LTU","PPP","TOT","NATUSD","A","2014",0.44262,
"LTU","PPP","TOT","NATUSD","A","2015",0.445858,
"LTU","PPP","TOT","NATUSD","A","2016",0.43844,
"LTU","PPP","TOT","NATUSD","A","2017",0.44272,
"LTU","PPP","TOT","NATUSD","A","2018",0.44662,
"LTU","PPP","TOT","NATUSD","A","2019",0.438134,
"LTU","PPP","TOT","NATUSD","A","2020",0.443761,
"LTU","PPP","TOT","NATUSD","A","2021",0.457769,
"LTU","PPP","TOT","NATUSD","A","2022",0.478849,
"SAU","PPP","TOT","NATUSD","A","2000",0.863324,
"SAU","PPP","TOT","NATUSD","A","2001",0.830399,
"SAU","PPP","TOT","NATUSD","A","2002",0.866362,
"SAU","PPP","TOT","NATUSD","A","2003",0.869276,
"SAU","PPP","TOT","NATUSD","A","2004",0.94015,
"SAU","PPP","TOT","NATUSD","A","2005",1.095242,
"SAU","PPP","TOT","NATUSD","A","2006",1.18541,
"SAU","PPP","TOT","NATUSD","A","2007",1.25158,
"SAU","PPP","TOT","NATUSD","A","2008",1.445263,
"SAU","PPP","TOT","NATUSD","A","2009",1.210407,
"SAU","PPP","TOT","NATUSD","A","2010",1.401647,
"SAU","PPP","TOT","NATUSD","A","2011",1.586354,
"SAU","PPP","TOT","NATUSD","A","2012",1.650197,
"SAU","PPP","TOT","NATUSD","A","2013",1.666466,
"SAU","PPP","TOT","NATUSD","A","2014",1.646281,
"SAU","PPP","TOT","NATUSD","A","2015",1.591297,
"SAU","PPP","TOT","NATUSD","A","2016",1.63892,
"SAU","PPP","TOT","NATUSD","A","2017",1.649027,
"SAU","PPP","TOT","NATUSD","A","2018",1.863075,
"SAU","PPP","TOT","NATUSD","A","2019",1.795289,
"SAU","PPP","TOT","NATUSD","A","2020",1.619635,
"SAU","PPP","TOT","NATUSD","A","2021",1.784958,
"EA19","PPP","TOT","NATUSD","A","2000",0.863575,
"EA19","PPP","TOT","NATUSD","A","2001",0.860479,
"EA19","PPP","TOT","NATUSD","A","2002",0.852016,
"EA19","PPP","TOT","NATUSD","A","2003",0.857832,
"EA19","PPP","TOT","NATUSD","A","2004",0.856015,
"EA19","PPP","TOT","NATUSD","A","2005",0.852717,
"EA19","PPP","TOT","NATUSD","A","2006",0.826473,
"EA19","PPP","TOT","NATUSD","A","2007",0.820103,
"EA19","PPP","TOT","NATUSD","A","2008",0.806163,
"EA19","PPP","TOT","NATUSD","A","2009",0.794982,
"EA19","PPP","TOT","NATUSD","A","2010",0.792929,
"EA19","PPP","TOT","NATUSD","A","2011",0.780439,
"EA19","PPP","TOT","NATUSD","A","2012",0.774154,
"EA19","PPP","TOT","NATUSD","A","2013",0.755531,
"EA19","PPP","TOT","NATUSD","A","2014",0.752018,
"EA19","PPP","TOT","NATUSD","A","2015",0.755233,
"EA19","PPP","TOT","NATUSD","A","2016",0.729715,
"EA19","PPP","TOT","NATUSD","A","2017",0.721081,
"EA19","PPP","TOT","NATUSD","A","2018",0.713376,
"EA19","PPP","TOT","NATUSD","A","2019",0.695402,
"EA19","PPP","TOT","NATUSD","A","2020",0.692448,
"EA19","PPP","TOT","NATUSD","A","2021",0.699479,
"EA19","PPP","TOT","NATUSD","A","2022",0.684035,
"ARG","PPP","TOT","NATUSD","A","2000",0.664171,
"ARG","PPP","TOT","NATUSD","A","2001",0.64242,
"ARG","PPP","TOT","NATUSD","A","2002",0.825842,
"ARG","PPP","TOT","NATUSD","A","2003",0.894859,
"ARG","PPP","TOT","NATUSD","A","2004",1.031495,
"ARG","PPP","TOT","NATUSD","A","2005",1.103322,
"ARG","PPP","TOT","NATUSD","A","2006",1.217367,
"ARG","PPP","TOT","NATUSD","A","2007",1.362421,
"ARG","PPP","TOT","NATUSD","A","2008",1.64653,
"ARG","PPP","TOT","NATUSD","A","2009",1.887629,
"ARG","PPP","TOT","NATUSD","A","2010",2.255324,
"ARG","PPP","TOT","NATUSD","A","2011",2.733128,
"ARG","PPP","TOT","NATUSD","A","2012",3.218154,
"ARG","PPP","TOT","NATUSD","A","2013",3.940967,
"ARG","PPP","TOT","NATUSD","A","2014",5.451964,
"ARG","PPP","TOT","NATUSD","A","2015",6.866548,
"ARG","PPP","TOT","NATUSD","A","2016",9.294966,
"ARG","PPP","TOT","NATUSD","A","2017",10.256822,
"ARG","PPP","TOT","NATUSD","A","2018",14.228226,
"ARG","PPP","TOT","NATUSD","A","2019",20.854851,
"ARG","PPP","TOT","NATUSD","A","2020",28.864934,
"ARG","PPP","TOT","NATUSD","A","2021",42.720786,
"CRI","PPP","TOT","NATUSD","A","2000",144.969577,
"CRI","PPP","TOT","NATUSD","A","2001",155.557427,
"CRI","PPP","TOT","NATUSD","A","2002",168.160883,
"CRI","PPP","TOT","NATUSD","A","2003",182.465688,
"CRI","PPP","TOT","NATUSD","A","2004",201.418699,
"CRI","PPP","TOT","NATUSD","A","2005",220.709011,
"CRI","PPP","TOT","NATUSD","A","2006",241.90248,
"CRI","PPP","TOT","NATUSD","A","2007",260.307856,
"CRI","PPP","TOT","NATUSD","A","2008",284.586636,
"CRI","PPP","TOT","NATUSD","A","2009",310.207075,
"CRI","PPP","TOT","NATUSD","A","2010",326.842192,
"CRI","PPP","TOT","NATUSD","A","2011",334.89666,
"CRI","PPP","TOT","NATUSD","A","2012",343.876659,
"CRI","PPP","TOT","NATUSD","A","2013",347.806785,
"CRI","PPP","TOT","NATUSD","A","2014",353.243788,
"CRI","PPP","TOT","NATUSD","A","2015",353.963974,
"CRI","PPP","TOT","NATUSD","A","2016",343.013617,
"CRI","PPP","TOT","NATUSD","A","2017",340.991882,
"CRI","PPP","TOT","NATUSD","A","2018",337.901936,
"CRI","PPP","TOT","NATUSD","A","2019",329.111783,
"CRI","PPP","TOT","NATUSD","A","2020",328.3749,
"CRI","PPP","TOT","NATUSD","A","2021",343.71626,
"CRI","PPP","TOT","NATUSD","A","2022",346.565157,
"BGR","PPP","TOT","NATUSD","A","2000",0.53596,
"BGR","PPP","TOT","NATUSD","A","2001",0.555871,
"BGR","PPP","TOT","NATUSD","A","2002",0.55829,
"BGR","PPP","TOT","NATUSD","A","2003",0.559801,
"BGR","PPP","TOT","NATUSD","A","2004",0.580243,
"BGR","PPP","TOT","NATUSD","A","2005",0.596499,
"BGR","PPP","TOT","NATUSD","A","2006",0.618318,
"BGR","PPP","TOT","NATUSD","A","2007",0.656358,
"BGR","PPP","TOT","NATUSD","A","2008",0.677681,
"BGR","PPP","TOT","NATUSD","A","2009",0.693162,
"BGR","PPP","TOT","NATUSD","A","2010",0.676944,
"BGR","PPP","TOT","NATUSD","A","2011",0.701072,
"BGR","PPP","TOT","NATUSD","A","2012",0.692817,
"BGR","PPP","TOT","NATUSD","A","2013",0.680006,
"BGR","PPP","TOT","NATUSD","A","2014",0.661232,
"BGR","PPP","TOT","NATUSD","A","2015",0.678699,
"BGR","PPP","TOT","NATUSD","A","2016",0.666663,
"BGR","PPP","TOT","NATUSD","A","2017",0.676282,
"BGR","PPP","TOT","NATUSD","A","2018",0.680103,
"BGR","PPP","TOT","NATUSD","A","2019",0.685703,
"BGR","PPP","TOT","NATUSD","A","2020",0.687358,
"BGR","PPP","TOT","NATUSD","A","2021",0.719135,
"HRV","PPP","TOT","NATUSD","A","2000",0.502553,
"HRV","PPP","TOT","NATUSD","A","2001",0.514066,
"HRV","PPP","TOT","NATUSD","A","2002",0.514879,
"HRV","PPP","TOT","NATUSD","A","2003",0.528745,
"HRV","PPP","TOT","NATUSD","A","2004",0.53196,
"HRV","PPP","TOT","NATUSD","A","2005",0.543299,
"HRV","PPP","TOT","NATUSD","A","2006",0.519566,
"HRV","PPP","TOT","NATUSD","A","2007",0.512987,
"HRV","PPP","TOT","NATUSD","A","2008",0.513958,
"HRV","PPP","TOT","NATUSD","A","2009",0.509971,
"HRV","PPP","TOT","NATUSD","A","2010",0.514109,
"HRV","PPP","TOT","NATUSD","A","2011",0.498058,
"HRV","PPP","TOT","NATUSD","A","2012",0.486315,
"HRV","PPP","TOT","NATUSD","A","2013",0.474498,
"HRV","PPP","TOT","NATUSD","A","2014",0.470303,
"HRV","PPP","TOT","NATUSD","A","2015",0.466172,
"HRV","PPP","TOT","NATUSD","A","2016",0.448869,
"HRV","PPP","TOT","NATUSD","A","2017",0.44126,
"HRV","PPP","TOT","NATUSD","A","2018",0.439453,
"HRV","PPP","TOT","NATUSD","A","2019",0.426624,
"HRV","PPP","TOT","NATUSD","A","2020",0.419851,
"HRV","PPP","TOT","NATUSD","A","2021",0.432278,
"CYP","PPP","TOT","NATUSD","A","2000",0.717004,
"CYP","PPP","TOT","NATUSD","A","2001",0.711724,
"CYP","PPP","TOT","NATUSD","A","2002",0.710508,
"CYP","PPP","TOT","NATUSD","A","2003",0.736493,
"CYP","PPP","TOT","NATUSD","A","2004",0.733634,
"CYP","PPP","TOT","NATUSD","A","2005",0.722889,
"CYP","PPP","TOT","NATUSD","A","2006",0.70994,
"CYP","PPP","TOT","NATUSD","A","2007",0.694155,
"CYP","PPP","TOT","NATUSD","A","2008",0.693818,
"CYP","PPP","TOT","NATUSD","A","2009",0.682047,
"CYP","PPP","TOT","NATUSD","A","2010",0.700146,
"CYP","PPP","TOT","NATUSD","A","2011",0.69862,
"CYP","PPP","TOT","NATUSD","A","2012",0.706852,
"CYP","PPP","TOT","NATUSD","A","2013",0.687315,
"CYP","PPP","TOT","NATUSD","A","2014",0.679714,
"CYP","PPP","TOT","NATUSD","A","2015",0.663139,
"CYP","PPP","TOT","NATUSD","A","2016",0.622326,
"CYP","PPP","TOT","NATUSD","A","2017",0.615185,
"CYP","PPP","TOT","NATUSD","A","2018",0.612443,
"CYP","PPP","TOT","NATUSD","A","2019",0.596707,
"CYP","PPP","TOT","NATUSD","A","2020",0.592581,
"CYP","PPP","TOT","NATUSD","A","2021",0.600921,
"MLT","PPP","TOT","NATUSD","A","2000",0.579978,
"MLT","PPP","TOT","NATUSD","A","2001",0.58901,
"MLT","PPP","TOT","NATUSD","A","2002",0.581837,
"MLT","PPP","TOT","NATUSD","A","2003",0.573871,
"MLT","PPP","TOT","NATUSD","A","2004",0.566253,
"MLT","PPP","TOT","NATUSD","A","2005",0.572729,
"MLT","PPP","TOT","NATUSD","A","2006",0.5717,
"MLT","PPP","TOT","NATUSD","A","2007",0.568046,
"MLT","PPP","TOT","NATUSD","A","2008",0.571554,
"MLT","PPP","TOT","NATUSD","A","2009",0.569426,
"MLT","PPP","TOT","NATUSD","A","2010",0.572483,
"MLT","PPP","TOT","NATUSD","A","2011",0.574147,
"MLT","PPP","TOT","NATUSD","A","2012",0.579729,
"MLT","PPP","TOT","NATUSD","A","2013",0.577476,
"MLT","PPP","TOT","NATUSD","A","2014",0.586362,
"MLT","PPP","TOT","NATUSD","A","2015",0.599699,
"MLT","PPP","TOT","NATUSD","A","2016",0.583016,
"MLT","PPP","TOT","NATUSD","A","2017",0.586426,
"MLT","PPP","TOT","NATUSD","A","2018",0.586721,
"MLT","PPP","TOT","NATUSD","A","2019",0.571788,
"MLT","PPP","TOT","NATUSD","A","2020",0.569044,
"MLT","PPP","TOT","NATUSD","A","2021",0.579067,
"ROU","PPP","TOT","NATUSD","A","2000",0.616099,
"ROU","PPP","TOT","NATUSD","A","2001",0.813557,
"ROU","PPP","TOT","NATUSD","A","2002",0.978351,
"ROU","PPP","TOT","NATUSD","A","2003",1.176624,
"ROU","PPP","TOT","NATUSD","A","2004",1.268741,
"ROU","PPP","TOT","NATUSD","A","2005",1.401277,
"ROU","PPP","TOT","NATUSD","A","2006",1.39965,
"ROU","PPP","TOT","NATUSD","A","2007",1.487745,
"ROU","PPP","TOT","NATUSD","A","2008",1.566239,
"ROU","PPP","TOT","NATUSD","A","2009",1.56714,
"ROU","PPP","TOT","NATUSD","A","2010",1.537659,
"ROU","PPP","TOT","NATUSD","A","2011",1.55003,
"ROU","PPP","TOT","NATUSD","A","2012",1.563593,
"ROU","PPP","TOT","NATUSD","A","2013",1.606223,
"ROU","PPP","TOT","NATUSD","A","2014",1.628374,
"ROU","PPP","TOT","NATUSD","A","2015",1.662866,
"ROU","PPP","TOT","NATUSD","A","2016",1.596921,
"ROU","PPP","TOT","NATUSD","A","2017",1.613577,
"ROU","PPP","TOT","NATUSD","A","2018",1.665591,
"ROU","PPP","TOT","NATUSD","A","2019",1.660742,
"ROU","PPP","TOT","NATUSD","A","2020",1.661226,
"ROU","PPP","TOT","NATUSD","A","2021",1.712335,
"MKD","PPP","TOT","NATUSD","A","2000",19.943667,
"MKD","PPP","TOT","NATUSD","A","2001",20.498408,
"MKD","PPP","TOT","NATUSD","A","2002",20.015094,
"MKD","PPP","TOT","NATUSD","A","2003",20.099522,
"MKD","PPP","TOT","NATUSD","A","2004",19.261623,
"MKD","PPP","TOT","NATUSD","A","2005",19.293497,
"MKD","PPP","TOT","NATUSD","A","2006",18.888338,
"MKD","PPP","TOT","NATUSD","A","2007",19.51138,
"MKD","PPP","TOT","NATUSD","A","2008",19.263906,
"MKD","PPP","TOT","NATUSD","A","2009",18.36314,
"MKD","PPP","TOT","NATUSD","A","2010",18.73046,
"MKD","PPP","TOT","NATUSD","A","2011",19.289463,
"MKD","PPP","TOT","NATUSD","A","2012",19.003542,
"MKD","PPP","TOT","NATUSD","A","2013",19.105341,
"MKD","PPP","TOT","NATUSD","A","2014",18.995965,
"MKD","PPP","TOT","NATUSD","A","2015",19.440576,
"MKD","PPP","TOT","NATUSD","A","2016",18.958594,
"MKD","PPP","TOT","NATUSD","A","2017",18.970187,
"MKD","PPP","TOT","NATUSD","A","2018",18.95113,
"MKD","PPP","TOT","NATUSD","A","2019",18.523246,
"MKD","PPP","TOT","NATUSD","A","2020",18.641518,
"MKD","PPP","TOT","NATUSD","A","2021",19.021869,
"ZMB","PPP","TOT","NATUSD","A","2000",0.654497,
"ZMB","PPP","TOT","NATUSD","A","2001",0.802215,
"ZMB","PPP","TOT","NATUSD","A","2002",0.943074,
"ZMB","PPP","TOT","NATUSD","A","2003",1.087662,
"ZMB","PPP","TOT","NATUSD","A","2004",1.268074,
"ZMB","PPP","TOT","NATUSD","A","2005",1.434236,
"ZMB","PPP","TOT","NATUSD","A","2006",1.593633,
"ZMB","PPP","TOT","NATUSD","A","2007",1.752957,
"ZMB","PPP","TOT","NATUSD","A","2008",1.902978,
"ZMB","PPP","TOT","NATUSD","A","2009",1.995984,
"ZMB","PPP","TOT","NATUSD","A","2010",2.247433,
"ZMB","PPP","TOT","NATUSD","A","2011",2.446346,
"ZMB","PPP","TOT","NATUSD","A","2012",2.651491,
"ZMB","PPP","TOT","NATUSD","A","2013",2.832861,
"ZMB","PPP","TOT","NATUSD","A","2014",3.064822,
"ZMB","PPP","TOT","NATUSD","A","2015",3.366482,
"ZMB","PPP","TOT","NATUSD","A","2016",3.878827,
"ZMB","PPP","TOT","NATUSD","A","2017",4.19258,
"ZMB","PPP","TOT","NATUSD","A","2018",4.398242,
"ZMB","PPP","TOT","NATUSD","A","2019",4.650791,
"ZMB","PPP","TOT","NATUSD","A","2020",5.226975,
"ZMB","PPP","TOT","NATUSD","A","2021",6.402819,
"HKG","PPP","TOT","NATUSD","A","2000",7.11084,
"HKG","PPP","TOT","NATUSD","A","2001",6.830802,
"HKG","PPP","TOT","NATUSD","A","2002",6.497167,
"HKG","PPP","TOT","NATUSD","A","2003",5.988644,
"HKG","PPP","TOT","NATUSD","A","2004",5.622665,
"HKG","PPP","TOT","NATUSD","A","2005",5.443526,
"HKG","PPP","TOT","NATUSD","A","2006",5.252349,
"HKG","PPP","TOT","NATUSD","A","2007",5.27459,
"HKG","PPP","TOT","NATUSD","A","2008",5.24165,
"HKG","PPP","TOT","NATUSD","A","2009",5.18871,
"HKG","PPP","TOT","NATUSD","A","2010",5.14097,
"HKG","PPP","TOT","NATUSD","A","2011",5.232639,
"HKG","PPP","TOT","NATUSD","A","2012",5.454228,
"HKG","PPP","TOT","NATUSD","A","2013",5.547579,
"HKG","PPP","TOT","NATUSD","A","2014",5.70645,
"HKG","PPP","TOT","NATUSD","A","2015",5.831053,
"HKG","PPP","TOT","NATUSD","A","2016",5.932289,
"HKG","PPP","TOT","NATUSD","A","2017",6.011433,
"HKG","PPP","TOT","NATUSD","A","2018",6.086028,
"HKG","PPP","TOT","NATUSD","A","2019",6.101326,
"HKG","PPP","TOT","NATUSD","A","2020",6.067352,
"HKG","PPP","TOT","NATUSD","A","2021",5.874937,
"MDG","PPP","TOT","NATUSD","A","2000",307.017714,
"MDG","PPP","TOT","NATUSD","A","2001",324.02403,
"MDG","PPP","TOT","NATUSD","A","2002",371.690308,
"MDG","PPP","TOT","NATUSD","A","2003",358.285566,
"MDG","PPP","TOT","NATUSD","A","2004",397.613617,
"MDG","PPP","TOT","NATUSD","A","2005",456.321253,
"MDG","PPP","TOT","NATUSD","A","2006",490.317975,
"MDG","PPP","TOT","NATUSD","A","2007",526.532055,
"MDG","PPP","TOT","NATUSD","A","2008",555.299552,
"MDG","PPP","TOT","NATUSD","A","2009",589.995537,
"MDG","PPP","TOT","NATUSD","A","2010",642.562215,
"MDG","PPP","TOT","NATUSD","A","2011",694.862671,
"MDG","PPP","TOT","NATUSD","A","2012",742.898193,
"MDG","PPP","TOT","NATUSD","A","2013",777.658813,
"MDG","PPP","TOT","NATUSD","A","2014",823.956116,
"MDG","PPP","TOT","NATUSD","A","2015",886.091309,
"MDG","PPP","TOT","NATUSD","A","2016",941.010864,
"MDG","PPP","TOT","NATUSD","A","2017",1013.434631,
"MDG","PPP","TOT","NATUSD","A","2018",1071.921058,
"MDG","PPP","TOT","NATUSD","A","2019",1121.767492,
"MDG","PPP","TOT","NATUSD","A","2020",1156.19367,
"MDG","PPP","TOT","NATUSD","A","2021",1192.178709,
"MAR","PPP","TOT","NATUSD","A","2000",3.967548,
"MAR","PPP","TOT","NATUSD","A","2001",3.905442,
"MAR","PPP","TOT","NATUSD","A","2002",3.891983,
"MAR","PPP","TOT","NATUSD","A","2003",3.857213,
"MAR","PPP","TOT","NATUSD","A","2004",3.802175,
"MAR","PPP","TOT","NATUSD","A","2005",3.730461,
"MAR","PPP","TOT","NATUSD","A","2006",3.67482,
"MAR","PPP","TOT","NATUSD","A","2007",3.706756,
"MAR","PPP","TOT","NATUSD","A","2008",3.801775,
"MAR","PPP","TOT","NATUSD","A","2009",3.783112,
"MAR","PPP","TOT","NATUSD","A","2010",3.774658,
"MAR","PPP","TOT","NATUSD","A","2011",3.672276,
"MAR","PPP","TOT","NATUSD","A","2012",3.749629,
"MAR","PPP","TOT","NATUSD","A","2013",3.79399,
"MAR","PPP","TOT","NATUSD","A","2014",4.033863,
"MAR","PPP","TOT","NATUSD","A","2015",3.996445,
"MAR","PPP","TOT","NATUSD","A","2016",3.994037,
"MAR","PPP","TOT","NATUSD","A","2017",4.02344,
"MAR","PPP","TOT","NATUSD","A","2018",3.972381,
"MAR","PPP","TOT","NATUSD","A","2019",3.955536,
"MAR","PPP","TOT","NATUSD","A","2020",3.941947,
"MAR","PPP","TOT","NATUSD","A","2021",3.859583,
"SGP","PPP","TOT","NATUSD","A","2000",0.939362,
"SGP","PPP","TOT","NATUSD","A","2001",0.901997,
"SGP","PPP","TOT","NATUSD","A","2002",0.880189,
"SGP","PPP","TOT","NATUSD","A","2003",0.847625,
"SGP","PPP","TOT","NATUSD","A","2004",0.858151,
"SGP","PPP","TOT","NATUSD","A","2005",0.847872,
"SGP","PPP","TOT","NATUSD","A","2006",0.837662,
"SGP","PPP","TOT","NATUSD","A","2007",0.863878,
"SGP","PPP","TOT","NATUSD","A","2008",0.835911,
"SGP","PPP","TOT","NATUSD","A","2009",0.855122,
"SGP","PPP","TOT","NATUSD","A","2010",0.854328,
"SGP","PPP","TOT","NATUSD","A","2011",0.846738,
"SGP","PPP","TOT","NATUSD","A","2012",0.845872,
"SGP","PPP","TOT","NATUSD","A","2013",0.858817,
"SGP","PPP","TOT","NATUSD","A","2014",0.863951,
"SGP","PPP","TOT","NATUSD","A","2015",0.8796,
"SGP","PPP","TOT","NATUSD","A","2016",0.878306,
"SGP","PPP","TOT","NATUSD","A","2017",0.88598,
"SGP","PPP","TOT","NATUSD","A","2018",0.895652,
"SGP","PPP","TOT","NATUSD","A","2019",0.876752,
"SGP","PPP","TOT","NATUSD","A","2020",0.840563,
"SGP","PPP","TOT","NATUSD","A","2021",0.839572,
"EU27_2020","PPP","TOT","NATUSD","A","2000",0.830536,
"EU27_2020","PPP","TOT","NATUSD","A","2001",0.82767,
"EU27_2020","PPP","TOT","NATUSD","A","2002",0.819609,
"EU27_2020","PPP","TOT","NATUSD","A","2003",0.820908,
"EU27_2020","PPP","TOT","NATUSD","A","2004",0.816956,
"EU27_2020","PPP","TOT","NATUSD","A","2005",0.818857,
"EU27_2020","PPP","TOT","NATUSD","A","2006",0.79493,
"EU27_2020","PPP","TOT","NATUSD","A","2007",0.789426,
"EU27_2020","PPP","TOT","NATUSD","A","2008",0.775888,
"EU27_2020","PPP","TOT","NATUSD","A","2009",0.754983,
"EU27_2020","PPP","TOT","NATUSD","A","2010",0.756756,
"EU27_2020","PPP","TOT","NATUSD","A","2011",0.745078,
"EU27_2020","PPP","TOT","NATUSD","A","2012",0.738366,
"EU27_2020","PPP","TOT","NATUSD","A","2013",0.721629,
"EU27_2020","PPP","TOT","NATUSD","A","2014",0.71661,
"EU27_2020","PPP","TOT","NATUSD","A","2015",0.718866,
"EU27_2020","PPP","TOT","NATUSD","A","2016",0.694576,
"EU27_2020","PPP","TOT","NATUSD","A","2017",0.686815,
"EU27_2020","PPP","TOT","NATUSD","A","2018",0.678076,
"EU27_2020","PPP","TOT","NATUSD","A","2019",0.659787,
"EU27_2020","PPP","TOT","NATUSD","A","2020",0.655107,
"EU27_2020","PPP","TOT","NATUSD","A","2021",0.663146,
"EU27_2020","PPP","TOT","NATUSD","A","2022",0.648504,
"ALB","PPP","TOT","NATUSD","A","2000",42.019486,
"ALB","PPP","TOT","NATUSD","A","2001",42.817111,
"ALB","PPP","TOT","NATUSD","A","2002",42.926277,
"ALB","PPP","TOT","NATUSD","A","2003",44.590902,
"ALB","PPP","TOT","NATUSD","A","2004",44.898365,
"ALB","PPP","TOT","NATUSD","A","2005",45.527297,
"ALB","PPP","TOT","NATUSD","A","2006",44.418875,
"ALB","PPP","TOT","NATUSD","A","2007",44.629817,
"ALB","PPP","TOT","NATUSD","A","2008",44.561274,
"ALB","PPP","TOT","NATUSD","A","2009",44.335825,
"ALB","PPP","TOT","NATUSD","A","2010",44.196575,
"ALB","PPP","TOT","NATUSD","A","2011",43.857653,
"ALB","PPP","TOT","NATUSD","A","2012",43.655213,
"ALB","PPP","TOT","NATUSD","A","2013",44.113607,
"ALB","PPP","TOT","NATUSD","A","2014",42.894115,
"ALB","PPP","TOT","NATUSD","A","2015",42.705735,
"ALB","PPP","TOT","NATUSD","A","2016",42.385674,
"ALB","PPP","TOT","NATUSD","A","2017",42.255635,
"ALB","PPP","TOT","NATUSD","A","2018",42.302971,
"ALB","PPP","TOT","NATUSD","A","2019",41.144098,
"ALB","PPP","TOT","NATUSD","A","2020",41.281216,
"ALB","PPP","TOT","NATUSD","A","2021",42.512743,
"SRB","PPP","TOT","NATUSD","A","2000",9.598673,
"SRB","PPP","TOT","NATUSD","A","2001",17.82793,
"SRB","PPP","TOT","NATUSD","A","2002",20.357691,
"SRB","PPP","TOT","NATUSD","A","2003",22.634732,
"SRB","PPP","TOT","NATUSD","A","2004",24.093756,
"SRB","PPP","TOT","NATUSD","A","2005",27.032759,
"SRB","PPP","TOT","NATUSD","A","2006",28.828782,
"SRB","PPP","TOT","NATUSD","A","2007",30.421645,
"SRB","PPP","TOT","NATUSD","A","2008",31.3247,
"SRB","PPP","TOT","NATUSD","A","2009",33.26091,
"SRB","PPP","TOT","NATUSD","A","2010",34.833767,
"SRB","PPP","TOT","NATUSD","A","2011",36.323651,
"SRB","PPP","TOT","NATUSD","A","2012",37.982496,
"SRB","PPP","TOT","NATUSD","A","2013",39.322713,
"SRB","PPP","TOT","NATUSD","A","2014",39.802158,
"SRB","PPP","TOT","NATUSD","A","2015",40.737336,
"SRB","PPP","TOT","NATUSD","A","2016",40.45503,
"SRB","PPP","TOT","NATUSD","A","2017",40.821015,
"SRB","PPP","TOT","NATUSD","A","2018",41.00432,
"SRB","PPP","TOT","NATUSD","A","2019",40.229964,
"SRB","PPP","TOT","NATUSD","A","2020",40.798796,
"SRB","PPP","TOT","NATUSD","A","2021",42.392183,
"GEO","PPP","TOT","NATUSD","A","2000",0.477975,
"GEO","PPP","TOT","NATUSD","A","2001",0.492574,
"GEO","PPP","TOT","NATUSD","A","2002",0.513724,
"GEO","PPP","TOT","NATUSD","A","2003",0.521033,
"GEO","PPP","TOT","NATUSD","A","2004",0.550197,
